feature,n_pos,n_neg,mean_pos,mean_neg,cohen_d,u_stat,p_raw,p_bh,significant
f_health_anx_term_rate,2544,741335,0.03174460014718522,0.00037236050398440593,7.517172760610616,1813961471.0,0.0,0.0,True
f_body_part_rate,2544,741335,0.017374459180046344,0.0035804020552202614,1.197192152998852,1339540773.5,0.0,0.0,True
f_anx_term_rate,2544,741335,0.01515428531623154,0.004436880428296204,0.7946683931666154,1325346301.0,0.0,0.0,True
f_sent_neg,2544,741335,0.15705110062893082,0.09395443220676213,0.701993618628554,1326157497.0,3.3603931820328893e-280,2.184255568321378e-279,True
f_sent_compound,2544,741335,-0.26680208333333333,0.14538403151072055,-0.6458338119585293,615980682.5,5.828973790209045e-201,3.0310663709087036e-200,True
f_health_anx_phrase_count,2544,741335,0.026336477987421385,0.0018480174280183722,0.5552930757919091,966078872.0,1.7841608905125658e-174,7.731363858887784e-174,True
f_first_sing_rate,2544,741335,0.08750102690813924,0.06479203115581507,0.41352677148976713,1191267797.0,3.859801868592342e-118,1.1150538731488987e-117,True
f_second_rate,2544,741335,0.013453065885206473,0.025635985667488773,-0.3181940584389137,814445130.0,2.269805616130849e-37,3.917851288927508e-37,True
f_anx_phrase_count,2544,741335,0.09669811320754718,0.035039489569492877,0.31221614629553324,997716766.5,2.994449322736418e-60,7.077789308286079e-60,True
f_sent_pos,2544,741335,0.10254009433962265,0.13471657347892654,-0.2929797177831044,794048986.5,2.5844864510657483e-43,5.168972902131497e-43,True
f_third_rate,2544,741335,0.007584413956995381,0.01560714776067648,-0.27906144989739934,856750167.0,6.565910950101064e-20,9.484093594590426e-20,True
f_n_chars,2544,741335,512.31643081761,373.0329513647676,0.2736061210241589,1212405904.5,4.723019715088133e-137,1.7542644656041637e-136,True
f_n_tokens,2544,741335,94.89229559748428,69.59478508366662,0.2694323916820924,1208615297.5,2.6891414345457523e-133,8.739709662273695e-133,True
f_avg_sent_len,2544,741335,17.109997104707453,14.811775209359292,0.26673184083771456,1072785267.5,3.296820538434241e-33,5.04219611760531e-33,True
f_gunning_fog,2544,741335,10.575150095208988,9.339119086658547,0.26581873493146874,1081053475.0,2.4109854085707744e-37,3.917851288927508e-37,True
f_n_sents,2544,741335,6.494889937106918,4.871217465788072,0.26139458721679854,1144829489.0,1.487765595817477e-79,3.86819054912544e-79,True
f_flesch,2544,741335,68.20078580571464,72.6902721457921,-0.2530598012781952,802219250.0,9.647790842314401e-39,1.791732585001246e-38,True
f_sent_neu,2544,741335,0.7404225628930817,0.7713284291177407,-0.2508522668761093,789393553.5,8.41358134130235e-46,1.8229426239488422e-45,True
f_first_plur_rate,2544,741335,0.0020430383347046317,0.003936398429926428,-0.1356738073039756,919258484.5,0.00028900471562124064,0.0003130884419230107,True
f_reassurance_count,2544,741335,0.025943396226415096,0.01236957650724706,0.12003202110897317,955283720.0,2.0176041952973445e-09,2.622885453886548e-09,True
f_question_rate,2544,741335,0.004700319191547459,0.006144575504089439,-0.0703983199349818,956644070.5,0.057544266046003704,0.05984603668784385,False
f_suic_term_rate,2544,741335,4.273912546299143e-05,0.0002425043887294773,-0.06791982075568545,933472754.5,1.1556360602374213e-05,1.3657517075533163e-05,True
f_avg_word_len,2544,741335,4.262986629540972,4.234555288524123,0.05900319761712353,987743022.0,3.470906879399774e-05,3.9236338636693104e-05,True
f_uncertainty_rate,2544,741335,0.008386800974772991,0.009721608963429666,-0.05446320039341107,991896409.5,6.0079636837484106e-09,7.4384312274980316e-09,True
f_certainty_rate,2544,741335,0.01040866561223432,0.011200167414817387,-0.028364072504134134,1007032834.5,3.531991779461463e-14,4.8332519087367395e-14,True
f_dep_term_rate,2544,741335,0.0011750647915487779,0.0012740055543076282,-0.014369392222821733,948767267.5,0.2205040920856176,0.22050409208561758,False
