accuracy,precision,recall,f1,brier,support_pos,support_neg,auroc,auprc,threshold,ece,target,model
0.946292340555386,0.8918128654970761,0.8567415730337079,0.8739255014326648,0.061638546663397534,3560,12822,0.9820777755875332,0.9488137954959138,0.5614010812072033,0.13194615203357998,anxiety,TF-IDF + LogReg
0.9346963686298444,0.7902097902097902,0.952247191011236,0.8636942675159236,0.04851105415627408,3560,12822,0.9836777493045974,0.9420508782856175,0.48254045844078064,0.03436124457974587,anxiety,XGBoost (linguistic)
0.9993896856881294,1.0,0.6,0.75,0.001574876879576859,24,16358,0.9917481662591687,0.6381766381766381,0.2491850048968517,0.019275119601938208,health_anxiety,TF-IDF + LogReg
1.0,1.0,1.0,1.0,6.773447556071499e-05,24,16358,1.0,1.0,0.9293943047523499,0.000293459936774722,health_anxiety,XGBoost (linguistic)
0.9435459261519683,0.6956521739130435,0.7202572347266881,0.707740916271722,0.06761553063668688,1557,14825,0.9636979009698339,0.7659827403018599,0.5699584755515011,0.14367703593656994,depression,TF-IDF + LogReg
0.9435459261519683,0.6551724137931034,0.8553054662379421,0.7419804741980475,0.04472315610570617,1557,14825,0.9760132520115434,0.7598758429383625,0.610521674156189,0.03494619056417615,depression,XGBoost (linguistic)
0.9926762282575526,0.48484848484848486,0.6956521739130435,0.5714285714285714,0.007272046349902848,116,16266,0.9950696133187247,0.53788019810735,0.4147150965073158,0.04427760805883456,suicidality,TF-IDF + LogReg
0.9969484284406469,0.76,0.8260869565217391,0.7916666666666666,0.0030616545859302787,116,16266,0.9982229229576975,0.7168238973227299,0.6846831440925598,0.002932563166732016,suicidality,XGBoost (linguistic)
